project_id,deployment_id,sequence_id,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,start_time,end_time,group_size,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2006496,TX_Grassland_LaCopita_Site1,7077570,0,Dave Pearce,5acf63fb-339d-42b1-af7e-95f6151ae5fb,Mammalia,Cetartiodactyla,Tayassuidae,Pecari,tajacu,Collared Peccary,,9/26/2023 8:47,9/26/2023 8:47,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077603,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,10/8/2023 18:14,10/8/2023 18:14,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077626,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,10/19/2023 9:44,10/19/2023 9:44,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077582,0,Dave Pearce,066c4187-4a03-4531-9f62-ac585ad0a138,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,,9/30/2023 9:37,9/30/2023 9:37,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077544,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/20/2023 0:28,9/20/2023 0:28,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077546,0,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 11:47,9/20/2023 11:47,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077602,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,10/6/2023 17:09,10/6/2023 17:09,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077612,0,Dave Pearce,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,10/10/2023 12:40,10/10/2023 12:40,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077534,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/16/2023 8:34,9/16/2023 8:34,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077579,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/26/2023 20:02,9/26/2023 20:02,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077580,0,Dave Pearce,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,9/30/2023 7:40,9/30/2023 7:40,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077627,0,Dave Pearce,066c4187-4a03-4531-9f62-ac585ad0a138,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,,10/21/2023 8:32,10/21/2023 8:33,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077558,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/25/2023 9:20,9/25/2023 9:20,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077601,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,10/8/2023 10:07,10/8/2023 10:07,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077611,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,10/11/2023 8:16,10/11/2023 8:16,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077525,0,Dave Pearce,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,9/9/2023 9:48,9/9/2023 9:48,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077530,0,Dave Pearce,d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,,9/14/2023 0:30,9/14/2023 0:30,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077529,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/16/2023 8:30,9/16/2023 8:30,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077535,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/16/2023 19:33,9/16/2023 19:33,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077553,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/22/2023 18:33,9/22/2023 18:33,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site1,7077594,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,10/3/2023 14:43,10/3/2023 14:43,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111273,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 10:53,9/9/2023 10:53,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111276,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 10:57,9/9/2023 10:57,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111289,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 11:14,9/9/2023 11:14,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111370,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 12:30,9/9/2023 12:30,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111394,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 12:49,9/9/2023 12:49,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111426,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 14:21,9/9/2023 14:21,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111452,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 15:01,9/9/2023 15:01,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111471,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 15:28,9/9/2023 15:28,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111483,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 15:42,9/9/2023 15:42,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111508,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/9/2023 16:39,9/9/2023 16:39,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111578,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 11:18,9/10/2023 11:18,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111605,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 11:54,9/10/2023 11:54,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111621,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 12:03,9/10/2023 12:03,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111667,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 12:39,9/10/2023 12:39,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111700,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 12:57,9/10/2023 12:57,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111713,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 13:14,9/10/2023 13:14,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111727,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 13:35,9/10/2023 13:35,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111756,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 14:29,9/10/2023 14:29,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111811,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/10/2023 15:34,9/10/2023 15:34,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111943,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/11/2023 12:47,9/11/2023 12:47,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7111992,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/11/2023 13:58,9/11/2023 13:58,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112024,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/11/2023 15:20,9/11/2023 15:20,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112210,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/12/2023 11:39,9/12/2023 11:39,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112286,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/12/2023 12:49,9/12/2023 12:49,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112293,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/12/2023 12:54,9/12/2023 12:54,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112321,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/12/2023 14:33,9/12/2023 14:33,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112503,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 10:25,9/13/2023 10:25,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112517,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 11:29,9/13/2023 11:29,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112574,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 13:23,9/13/2023 13:23,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112600,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 13:54,9/13/2023 13:54,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112367,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 14:06,9/13/2023 14:06,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112390,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 14:30,9/13/2023 14:30,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112391,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 14:36,9/13/2023 14:36,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112450,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 15:56,9/13/2023 15:56,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7118209,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/13/2023 16:24,9/13/2023 16:24,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112604,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 9:36,9/14/2023 9:36,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112615,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 10:01,9/14/2023 10:01,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112669,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 10:50,9/14/2023 10:50,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113033,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/16/2023 3:52,9/16/2023 3:52,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112694,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 13:21,9/14/2023 13:21,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112774,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 16:38,9/14/2023 16:38,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112785,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/14/2023 17:28,9/14/2023 17:28,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7112968,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/15/2023 15:09,9/15/2023 15:09,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113069,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/16/2023 11:32,9/16/2023 11:32,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113105,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/16/2023 12:18,9/16/2023 12:18,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113127,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/16/2023 13:21,9/16/2023 13:21,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113264,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 10:44,9/17/2023 10:44,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113274,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 10:47,9/17/2023 10:47,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113312,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 11:55,9/17/2023 11:55,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113354,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 13:32,9/17/2023 13:32,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113408,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 15:44,9/17/2023 15:44,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113413,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/17/2023 15:50,9/17/2023 15:50,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113640,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 10:16,9/18/2023 10:16,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113795,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 12:38,9/18/2023 12:38,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113802,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 12:43,9/18/2023 12:43,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7117214,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 12:57,9/18/2023 12:57,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113473,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 14:18,9/18/2023 14:18,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113518,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 15:18,9/18/2023 15:18,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113530,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 15:25,9/18/2023 15:25,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113598,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 16:25,9/18/2023 16:25,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113596,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/18/2023 16:28,9/18/2023 16:28,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114340,0,Dave Pearce,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,9/20/2023 7:12,9/20/2023 7:12,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113861,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 10:13,9/19/2023 10:13,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113883,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 10:41,9/19/2023 10:41,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113893,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 10:51,9/19/2023 10:51,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113901,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 10:56,9/19/2023 10:56,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7113948,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 11:36,9/19/2023 11:36,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114083,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 14:32,9/19/2023 14:32,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114095,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 14:53,9/19/2023 14:53,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114132,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 15:32,9/19/2023 15:32,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114170,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 16:33,9/19/2023 16:33,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114197,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 17:12,9/19/2023 17:12,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114210,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/19/2023 17:17,9/19/2023 17:17,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114362,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 10:26,9/20/2023 10:26,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114378,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 10:47,9/20/2023 10:47,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114380,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 10:49,9/20/2023 10:49,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114410,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 11:46,9/20/2023 11:46,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114237,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 14:00,9/20/2023 14:00,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114336,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/20/2023 17:20,9/20/2023 17:20,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114554,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/21/2023 11:56,9/21/2023 11:56,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114574,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/21/2023 13:03,9/21/2023 13:03,1,,,,,,,,,,CC0
2006496,TX_Grassland_LaCopita_Site10,7114573,1,Dave Pearce,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,9/21/2023 13:09,9/21/2023 13:09,1,,,,,,,,,,CC0
