"","project_id","deployment_id","sequence_id","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","start_time","end_time","group_size","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license"
"12",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811591,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-20 17:00:26","2024-09-20 17:00:27",1,"","","","","","","false","",NA,"CC-BY"
"13",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811595,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-14 01:06:42","2024-09-14 01:06:43",1,"","","","","","","false","",NA,"CC-BY"
"14",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811609,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-25 03:47:08","2024-09-25 03:47:09",1,"","","","","","","false","",NA,"CC-BY"
"15",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811614,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-14 09:11:26","2024-10-14 09:11:27",1,"","","","","","","false","",NA,"CC-BY"
"16",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811621,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-16 09:57:44","2024-10-16 09:57:45",1,"","","","","","","false","",NA,"CC-BY"
"17",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811624,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-21 18:21:28","2024-10-21 18:21:28",1,"","","","","","","false","",NA,"CC-BY"
"18",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811611,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-07 19:19:23","2024-10-07 19:19:25",2,"","","","","","","false","",NA,"CC-BY"
"19",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811567,0,"Elina De la Cruz","990ae9dd-7a59-4344-afcb-1b7b21368000","Mammalia","Primates","Hominidae","Homo","sapiens","Human",NA,"2024-09-07 10:11:44","2024-09-07 10:11:45",1,"","","","","","","false","",NA,"CC-BY"
"20",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811566,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-09-11 13:44:13","2024-09-11 13:44:14",1,"","","","","","","false","",NA,"CC-BY"
"21",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811569,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-09-10 14:04:24","2024-09-10 14:04:25",1,"","","","","","","false","",NA,"CC-BY"
"22",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811581,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-09-18 11:28:01","2024-09-18 11:28:01",1,"","","","","","","false","",NA,"CC-BY"
"23",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811607,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-09-23 15:37:19","2024-09-23 15:37:19",1,"","","","","","","false","",NA,"CC-BY"
"24",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811586,0,"Elina De la Cruz","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-09-17 03:04:02","2024-09-17 03:04:03",1,"","","","","","","false","",NA,"CC-BY"
"25",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811615,0,"Elina De la Cruz","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-10-09 23:33:11","2024-10-09 23:33:11",1,"","","","","","","false","",NA,"CC-BY"
"26",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811629,0,"Elina De la Cruz","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-10-23 19:18:48","2024-10-23 19:18:49",1,"","","","","","","false","",NA,"CC-BY"
"27",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811608,0,"Elina De la Cruz","d668b142-a012-4c44-b837-7b4e92a89119","Aves","Passeriformes","Corvidae","Cyanocorax","yncas","Green Jay",NA,"2024-09-28 13:24:51","2024-09-28 13:24:51",1,"","","","","","","false","",NA,"CC-BY"
"28",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811592,0,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-22 16:24:04","2024-09-22 16:24:04",1,"","","","","","","false","",NA,"CC-BY"
"29",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811630,0,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-19 11:12:20","2024-10-19 11:12:20",1,"","","","","","","false","",NA,"CC-BY"
"30",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811602,0,"Elina De la Cruz","f2d233e3-80e3-433d-9687-e29ecc7a467a","Mammalia","","","","","Mammal",NA,"2024-09-23 02:45:17","2024-09-23 02:45:18",1,"","","","","","","false","",NA,"CC-BY"
"31",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811606,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-01 15:09:09","2024-10-01 15:09:09",1,"","","","","","","false","",NA,"CC-BY"
"32",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811613,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-07 11:49:12","2024-10-07 11:49:12",1,"","","","","","","false","",NA,"CC-BY"
"33",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811617,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-01 15:45:10","2024-10-01 15:45:10",1,"","","","","","","false","",NA,"CC-BY"
"34",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811619,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-16 13:32:03","2024-10-16 13:32:03",1,"","","","","","","false","",NA,"CC-BY"
"35",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811622,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-23 14:38:07","2024-10-23 14:38:07",1,"","","","","","","false","",NA,"CC-BY"
"36",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811632,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-17 13:09:56","2024-10-17 13:09:56",1,"","","","","","","false","",NA,"CC-BY"
"37",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811634,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-25 14:22:17","2024-10-25 14:22:17",1,"","","","","","","false","",NA,"CC-BY"
"38",2007780,"TX_Grassland_Rural_LaCopita_Site1",10811635,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-27 14:53:15","2024-10-27 14:53:15",1,"","","","","","","false","",NA,"CC-BY"
"39",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811669,0,"Camilla Price","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-18 01:41:35","2024-09-18 01:41:35",1,"","","","","","","false","",NA,"CC-BY"
"40",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811720,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-09 04:53:27","2024-10-09 04:53:28",1,"adult","male","","","","","false","",NA,"CC-BY"
"41",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811733,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-26 08:53:03","2024-10-26 08:53:03",1,"","","","","","","false","",NA,"CC-BY"
"42",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811693,0,"Dave Pearce","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-10-03 09:17:15","2024-10-03 09:17:16",1,"","","","","","","false","",NA,"CC-BY"
"43",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811705,0,"Dave Pearce","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-10-03 09:19:41","2024-10-03 09:19:42",1,"","","","","","","false","",NA,"CC-BY"
"44",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811668,0,"Elina De la Cruz","066c4187-4a03-4531-9f62-ac585ad0a138","Mammalia","Primates","Hominidae","Homo","sapiens","Human-Camera Trapper",NA,"2024-09-07 10:26:20","2024-09-07 10:26:20",1,"","","","","","","false","",NA,"CC-BY"
"45",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811729,0,"Elina De la Cruz","066c4187-4a03-4531-9f62-ac585ad0a138","Mammalia","Primates","Hominidae","Homo","sapiens","Human-Camera Trapper",NA,"2024-10-29 10:06:08","2024-10-29 10:06:09",1,"","","","","","","false","",NA,"CC-BY"
"46",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811698,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-03 12:22:37","2024-10-03 12:22:37",1,"","","","","","","false","",NA,"CC-BY"
"47",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811703,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-04 17:04:37","2024-10-04 17:04:37",1,"","","","","","","false","",NA,"CC-BY"
"48",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811717,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-12 02:10:00","2024-10-12 02:10:00",1,"","","","","","","false","",NA,"CC-BY"
"49",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811723,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-13 01:53:50","2024-10-13 01:53:50",1,"","","","","","","false","",NA,"CC-BY"
"50",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811727,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-24 10:15:34","2024-10-24 10:15:35",1,"","","","","","","false","",NA,"CC-BY"
"51",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811732,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-26 09:23:28","2024-10-26 09:23:28",1,"","","","","","","false","",NA,"CC-BY"
"52",2007780,"TX_Grassland_Rural_LaCopita_Site2",12745553,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-26 09:13:17","2024-10-26 09:13:18",1,"","","","","","","false","",NA,"CC-BY"
"53",2007780,"TX_Grassland_Rural_LaCopita_Site2",12745554,0,"Elina De la Cruz","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-10-26 09:23:29","2024-10-26 09:23:29",1,"","","","","","","false","",NA,"CC-BY"
"54",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811667,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-09-11 09:09:35","2024-09-11 09:09:36",1,"","","","","","","false","",NA,"CC-BY"
"55",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811731,0,"Elina De la Cruz","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird",NA,"2024-10-15 12:19:29","2024-10-15 12:19:29",2,"","","","","","","false","",NA,"CC-BY"
"56",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811716,0,"Elina De la Cruz","b57debc1-dff2-48d3-a400-f2b5021e71b0","Mammalia","Carnivora","Procyonidae","Procyon","lotor","Northern Raccoon",NA,"2024-10-06 20:14:50","2024-10-06 20:14:51",1,"","","","","","","false","",NA,"CC-BY"
"57",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811707,0,"Elina De la Cruz","d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b","Mammalia","Cetartiodactyla","Suidae","Sus","scrofa","Wild Boar",NA,"2024-10-06 16:23:39","2024-10-06 16:23:39",1,"","","","","","","false","",NA,"CC-BY"
"58",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811666,0,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-07 16:54:00","2024-09-07 16:54:00",1,"","","","","","","false","",NA,"CC-BY"
"59",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811701,1,"Dave Pearce","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-03 14:57:02","2024-10-03 14:57:02",1,"","","","","","","false","",NA,"CC-BY"
"60",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811672,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-17 16:18:47","2024-09-17 16:18:47",1,"","","","","","","false","",NA,"CC-BY"
"61",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811676,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-14 16:16:16","2024-09-14 16:16:16",1,"","","","","","","false","",NA,"CC-BY"
"62",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811690,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-22 16:11:18","2024-09-22 16:11:18",1,"","","","","","","false","",NA,"CC-BY"
"63",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811691,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-22 16:05:34","2024-09-22 16:05:34",1,"","","","","","","false","",NA,"CC-BY"
"64",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811692,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-24 16:53:25","2024-09-24 16:53:25",1,"","","","","","","false","",NA,"CC-BY"
"65",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811694,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-18 16:45:21","2024-09-18 16:45:21",1,"","","","","","","false","",NA,"CC-BY"
"66",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811695,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-24 16:50:53","2024-09-24 16:50:53",1,"","","","","","","false","",NA,"CC-BY"
"67",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811697,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-28 16:00:16","2024-09-28 16:00:16",1,"","","","","","","false","",NA,"CC-BY"
"68",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811699,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-03 16:19:13","2024-10-03 16:19:13",1,"","","","","","","false","",NA,"CC-BY"
"69",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811700,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-03 16:46:20","2024-10-03 16:46:20",1,"","","","","","","false","",NA,"CC-BY"
"70",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811709,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-05 15:32:33","2024-10-05 15:32:33",1,"","","","","","","false","",NA,"CC-BY"
"71",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811718,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-08 15:56:52","2024-10-08 15:56:52",1,"","","","","","","false","",NA,"CC-BY"
"72",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811719,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-08 14:42:32","2024-10-08 14:42:32",1,"","","","","","","false","",NA,"CC-BY"
"73",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811722,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-11 16:54:42","2024-10-11 16:54:42",1,"","","","","","","false","",NA,"CC-BY"
"74",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811726,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-15 16:01:39","2024-10-15 16:01:39",1,"","","","","","","false","",NA,"CC-BY"
"75",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811728,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-13 15:14:10","2024-10-13 15:14:10",1,"","","","","","","false","",NA,"CC-BY"
"76",2007780,"TX_Grassland_Rural_LaCopita_Site2",10811736,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-24 16:37:13","2024-10-24 16:37:13",1,"","","","","","","false","",NA,"CC-BY"
"77",2007780,"TX_Grassland_Rural_LaCopita_Site2",12745555,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-10-28 14:36:12","2024-10-28 14:36:12",1,"","","","","","","false","",NA,"CC-BY"
"78",2007780,"TX_Grassland_Rural_LaCopita_Site2",12745557,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-14 16:51:14","2024-09-14 16:51:14",1,"","","","","","","false","",NA,"CC-BY"
"79",2007780,"TX_Grassland_Rural_LaCopita_Site2",12745566,1,"Elina De la Cruz","f1856211-cfb7-4a5b-9158-c0f72fd09ee6","","","","","","Blank",NA,"2024-09-14 16:39:02","2024-09-14 16:39:02",1,"","","","","","","false","",NA,"CC-BY"
"80",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811943,0,"Camilla Price","667a4650-a141-4c4e-844e-58cdeaeb4ae1","Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus","Eastern Cottontail",NA,"2024-09-10 16:20:58","2024-09-10 16:20:59",1,"","","","","","","false","",NA,"CC-BY"
"81",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811944,0,"Camilla Price","667a4650-a141-4c4e-844e-58cdeaeb4ae1","Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus","Eastern Cottontail",NA,"2024-09-10 16:27:55","2024-09-10 16:27:56",1,"","","","","","","false","",NA,"CC-BY"
"82",2007780,"TX_Grassland_Rural_LaCopita_Site3",10812290,0,"Camilla Price","9fb844bd-26d1-49f1-a829-0025a48d3bdb","Insecta","","","","","Insect",NA,"2024-09-28 01:16:02","2024-09-28 01:16:02",1,"","","","","","","false","",NA,"CC-BY"
"83",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811972,0,"Dave Pearce","5acf63fb-339d-42b1-af7e-95f6151ae5fb","Mammalia","Cetartiodactyla","Tayassuidae","Pecari","tajacu","Collared Peccary",NA,"2024-09-10 19:55:34","2024-09-10 19:55:35",1,"","","","","","","false","",NA,"CC-BY"
"84",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811971,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-10 19:17:33","2024-09-10 19:17:34",1,"adult","female","","","","","false","",NA,"CC-BY"
"85",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811975,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-12 08:23:34","2024-09-12 08:23:34",1,"adult","female","","","","","false","",NA,"CC-BY"
"86",2007780,"TX_Grassland_Rural_LaCopita_Site3",10811979,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-12 08:25:53","2024-09-12 08:25:54",1,"adult","female","","","","","false","",NA,"CC-BY"
"87",2007780,"TX_Grassland_Rural_LaCopita_Site3",10812043,0,"Dave Pearce","5c7ce479-8a45-40b3-ae21-7c97dfae22f5","Mammalia","Cetartiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",NA,"2024-09-20 08:36:30","2024-09-20 08:36:30",1,"adult","female","","","","","false","",NA,"CC-BY"
"88",2007780,"TX_Grassland_Rural_LaCopita_Site3",10812035,0,"Dave Pearce","667a4650-a141-4c4e-844e-58cdeaeb4ae1","Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus","Eastern Cottontail",NA,"2024-09-20 05:05:18","2024-09-20 05:05:18",1,"","","","","","","false","",NA,"CC-BY"
"89",2007780,"TX_Grassland_Rural_LaCopita_Site3",12960907,0,"Dave Pearce","667a4650-a141-4c4e-844e-58cdeaeb4ae1","Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus","Eastern Cottontail",NA,"2024-10-10 18:15:40","2024-10-10 18:15:40",1,"","","","","","","false","",NA,"CC-BY"
